2019.08.09,43150,500,43250,43350,43050,9685147
2019.08.08,42650,550,43250,43500,42650,16926881
2019.08.07,4300,300,43600,43900,43100,10002533
2019.08.06,43500,450,42500,43800,42500,15083824
2019.08.05,43950,1000,44350,44600,43600,14214086
2019.08.02,44950,250,44550,45500,44300,12151374
2019.08.01,45200,150,44900,45500,44850,7811181
2019.07.31,45350,1200,46200,46600,45000,12872916
2019.07.30,46550,450,46300,46850,46300,5551014
2019.07.29,46100,1050,46800,47050,46000,6856846
